					
SDS 2.3	AQ Results				
320	CRC0544NLH0000000000D01000	EGFR	SYBR	Unknown	25,169
321	CRC0544NLH0000000000D01000	EGFR	SYBR	Unknown	25,213
343	DIFI	EGFR	SYBR	Unknown	19,511
344	DIFI	EGFR	SYBR	Unknown	19,582
345	DIFI	EGFR	SYBR	Unknown	19,733
Slope		cycles/log decade			
Y-Intercept					
R^2					
					
					
Well	Sample Name	Detector Name	Reporter	Task	Ct
64	BLANK	HER2	SYBR	NTC	Undetermined
65	BLANK	HER2	SYBR	NTC	Undetermined
66	BLANK	HER2	SYBR	NTC	Undetermined
364	BT474	HER2	SYBR	Unknown	22,757
365	BT474	HER2	SYBR	Unknown	23,111
366	BT474	HER2	SYBR	Unknown	23,177
4	CRC0516LMX0B01001TUMD01000	HER2	SYBR	Unknown	28,205
5	CRC0516LMX0B01001TUMD01000	HER2	SYBR	Unknown	28,451
6	CRC0516LMX0B01001TUMD01000	HER2	SYBR	Unknown	28,342
28	CRC0516NLH0000000000D01000	HER2	SYBR	Unknown	25,304
29	CRC0516NLH0000000000D01000	HER2	SYBR	Unknown	25,252
30	CRC0516NLH0000000000D01000	HER2	SYBR	Unknown	25,311
52	CRC0525LMX0A01001TUMD01000	HER2	SYBR	Unknown	26,648
53	CRC0525LMX0A01001TUMD01000	HER2	SYBR	Unknown	26,855
54	CRC0525LMX0A01001TUMD01000	HER2	SYBR	Unknown	27,268
76	CRC0525NLH0000000000D01000	HER2	SYBR	Unknown	25,716
77	CRC0525NLH0000000000D01000	HER2	SYBR	Unknown	26,575
78	CRC0525NLH0000000000D01000	HER2	SYBR	Unknown	26,484
100	CRC0536LMX0B01001TUMD01000	HER2	SYBR	Unknown	27,297
101	CRC0536LMX0B01001TUMD01000	HER2	SYBR	Unknown	27,836
102	CRC0536LMX0B01001TUMD01000	HER2	SYBR	Unknown	27,930
124	CRC0536NLH0000000000D01000	HER2	SYBR	Unknown	23,590
125	CRC0536NLH0000000000D01000	HER2	SYBR	Unknown	23,838
126	CRC0536NLH0000000000D01000	HER2	SYBR	Unknown	24,125
148	CRC0537LMX0A01001TUMD01000	HER2	SYBR	Unknown	26,834
149	CRC0537LMX0A01001TUMD01000	HER2	SYBR	Unknown	27,237
150	CRC0537LMX0A01001TUMD01000	HER2	SYBR	Unknown	27,315
172	CRC0537NLH0000000000D01000	HER2	SYBR	Unknown	25,612
173	CRC0537NLH0000000000D01000	HER2	SYBR	Unknown	25,530
174	CRC0537NLH0000000000D01000	HER2	SYBR	Unknown	25,586
196	CRC0539LMX0A01001TUMD01000	HER2	SYBR	Unknown	29,476
197	CRC0539LMX0A01001TUMD01000	HER2	SYBR	Unknown	29,746
198	CRC0539LMX0A01001TUMD01000	HER2	SYBR	Unknown	29,317
220	CRC0539NLH0000000000D01000	HER2	SYBR	Unknown	25,181
221	CRC0539NLH0000000000D01000	HER2	SYBR	Unknown	24,850
222	CRC0539NLH0000000000D01000	HER2	SYBR	Unknown	24,685
244	CRC0542LMX0B01001TUMD01000	HER2	SYBR	Unknown	25,937
245	CRC0542LMX0B01001TUMD01000	HER2	SYBR	Unknown	26,191
246	CRC0542LMX0B01001TUMD01000	HER2	SYBR	Unknown	26,409
268	CRC0542NLH0000000000D01000	HER2	SYBR	Unknown	23,939
269	CRC0542NLH0000000000D01000	HER2	SYBR	Unknown	23,797
270	CRC0542NLH0000000000D01000	HER2	SYBR	Unknown	24,051
292	CRC0544LMX0A01001TUMD01000	HER2	SYBR	Unknown	27,898
293	CRC0544LMX0A01001TUMD01000	HER2	SYBR	Unknown	27,923
294	CRC0544LMX0A01001TUMD01000	HER2	SYBR	Unknown	28,323
316	CRC0544NLH0000000000D01000	HER2	SYBR	Unknown	25,804
317	CRC0544NLH0000000000D01000	HER2	SYBR	Unknown	26,186
318	CRC0544NLH0000000000D01000	HER2	SYBR	Unknown	25,938
340	DIFI	HER2	SYBR	Unknown	26,447
341	DIFI	HER2	SYBR	Unknown	26,744
342	DIFI	HER2	SYBR	Unknown	26,957
Slope		cycles/log decade			
Y-Intercept					
R^2					
					
					
Well	Sample Name	Detector Name	Reporter	Task	Ct
208	BLANK	MET	SYBR	NTC	Undetermined
209	BLANK	MET	SYBR	NTC	Undetermined
210	BLANK	MET	SYBR	NTC	Undetermined
373	BT474	MET	SYBR	Unknown	26,276
374	BT474	MET	SYBR	Unknown	25,988
375	BT474	MET	SYBR	Unknown	25,986
13	CRC0516LMX0B01001TUMD01000	MET	SYBR	Unknown	26,889
14	CRC0516LMX0B01001TUMD01000	MET	SYBR	Unknown	27,113
15	CRC0516LMX0B01001TUMD01000	MET	SYBR	Unknown	27,129
37	CRC0516NLH0000000000D01000	MET	SYBR	Unknown	24,170
38	CRC0516NLH0000000000D01000	MET	SYBR	Unknown	24,374
39	CRC0516NLH0000000000D01000	MET	SYBR	Unknown	24,312
61	CRC0525LMX0A01001TUMD01000	MET	SYBR	Unknown	25,933
62	CRC0525LMX0A01001TUMD01000	MET	SYBR	Unknown	26,177
63	CRC0525LMX0A01001TUMD01000	MET	SYBR	Unknown	26,158
85	CRC0525NLH0000000000D01000	MET	SYBR	Unknown	25,333
86	CRC0525NLH0000000000D01000	MET	SYBR	Unknown	25,326
87	CRC0525NLH0000000000D01000	MET	SYBR	Unknown	25,194
109	CRC0536LMX0B01001TUMD01000	MET	SYBR	Unknown	26,605
110	CRC0536LMX0B01001TUMD01000	MET	SYBR	Unknown	26,871
111	CRC0536LMX0B01001TUMD01000	MET	SYBR	Unknown	26,729
133	CRC0536NLH0000000000D01000	MET	SYBR	Unknown	23,576
134	CRC0536NLH0000000000D01000	MET	SYBR	Unknown	23,719
135	CRC0536NLH0000000000D01000	MET	SYBR	Unknown	23,434
157	CRC0537LMX0A01001TUMD01000	MET	SYBR	Unknown	26,533
158	CRC0537LMX0A01001TUMD01000	MET	SYBR	Unknown	26,818
159	CRC0537LMX0A01001TUMD01000	MET	SYBR	Unknown	26,555
181	CRC0537NLH0000000000D01000	MET	SYBR	Unknown	24,274
182	CRC0537NLH0000000000D01000	MET	SYBR	Unknown	24,555
183	CRC0537NLH0000000000D01000	MET	SYBR	Unknown	24,375
205	CRC0539LMX0A01001TUMD01000	MET	SYBR	Unknown	27,868
206	CRC0539LMX0A01001TUMD01000	MET	SYBR	Unknown	27,712
207	CRC0539LMX0A01001TUMD01000	MET	SYBR	Unknown	28,350
229	CRC0539NLH0000000000D01000	MET	SYBR	Unknown	23,772
230	CRC0539NLH0000000000D01000	MET	SYBR	Unknown	23,957
231	CRC0539NLH0000000000D01000	MET	SYBR	Unknown	23,527
253	CRC0542LMX0B01001TUMD01000	MET	SYBR	Unknown	25,448
254	CRC0542LMX0B01001TUMD01000	MET	SYBR	Unknown	25,495
255	CRC0542LMX0B01001TUMD01000	MET	SYBR	Unknown	25,685
277	CRC0542NLH0000000000D01000	MET	SYBR	Unknown	23,114
278	CRC0542NLH0000000000D01000	MET	SYBR	Unknown	23,171
279	CRC0542NLH0000000000D01000	MET	SYBR	Unknown	23,002
301	CRC0544LMX0A01001TUMD01000	MET	SYBR	Unknown	25,166
302	CRC0544LMX0A01001TUMD01000	MET	SYBR	Unknown	25,583
303	CRC0544LMX0A01001TUMD01000	MET	SYBR	Unknown	25,645
325	CRC0544NLH0000000000D01000	MET	SYBR	Unknown	24,911
326	CRC0544NLH0000000000D01000	MET	SYBR	Unknown	24,885
327	CRC0544NLH0000000000D01000	MET	SYBR	Unknown	24,913
349	DIFI	MET	SYBR	Unknown	24,909
350	DIFI	MET	SYBR	Unknown	25,263
351	DIFI	MET	SYBR	Unknown	25,020
Slope		cycles/log decade			
Y-Intercept					
R^2					
					
					
Well	Sample Name	Detector Name	Reporter	Task	Ct
16	BLANK	RPS6K	SYBR	NTC	Undetermined
17	BLANK	RPS6K	SYBR	NTC	Undetermined
18	BLANK	RPS6K	SYBR	NTC	Undetermined
361	BT474	RPS6K	SYBR	Unknown	26,016
362	BT474	RPS6K	SYBR	Unknown	25,994
363	BT474	RPS6K	SYBR	Unknown	25,890
1	CRC0516LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	27,134
2	CRC0516LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	27,368
3	CRC0516LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	27,562
25	CRC0516NLH0000000000D01000	RPS6K	SYBR	Unknown	24,387
26	CRC0516NLH0000000000D01000	RPS6K	SYBR	Unknown	24,198
27	CRC0516NLH0000000000D01000	RPS6K	SYBR	Unknown	24,103
49	CRC0525LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	26,699
50	CRC0525LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	27,396
51	CRC0525LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	27,766
73	CRC0525NLH0000000000D01000	RPS6K	SYBR	Unknown	23,285
74	CRC0525NLH0000000000D01000	RPS6K	SYBR	Unknown	23,962
75	CRC0525NLH0000000000D01000	RPS6K	SYBR	Unknown	23,986
97	CRC0536LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	26,618
98	CRC0536LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	26,691
99	CRC0536LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	27,311
121	CRC0536NLH0000000000D01000	RPS6K	SYBR	Unknown	22,454
122	CRC0536NLH0000000000D01000	RPS6K	SYBR	Unknown	22,112
123	CRC0536NLH0000000000D01000	RPS6K	SYBR	Unknown	22,938
145	CRC0537LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	27,737
146	CRC0537LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	28,409
147	CRC0537LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	28,613
169	CRC0537NLH0000000000D01000	RPS6K	SYBR	Unknown	24,229
170	CRC0537NLH0000000000D01000	RPS6K	SYBR	Unknown	24,023
171	CRC0537NLH0000000000D01000	RPS6K	SYBR	Unknown	24,172
193	CRC0539LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	29,167
194	CRC0539LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	29,148
195	CRC0539LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	28,785
217	CRC0539NLH0000000000D01000	RPS6K	SYBR	Unknown	23,832
218	CRC0539NLH0000000000D01000	RPS6K	SYBR	Unknown	23,732
219	CRC0539NLH0000000000D01000	RPS6K	SYBR	Unknown	24,516
241	CRC0542LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	26,377
242	CRC0542LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	26,591
243	CRC0542LMX0B01001TUMD01000	RPS6K	SYBR	Unknown	26,506
265	CRC0542NLH0000000000D01000	RPS6K	SYBR	Unknown	22,514
266	CRC0542NLH0000000000D01000	RPS6K	SYBR	Unknown	22,517
267	CRC0542NLH0000000000D01000	RPS6K	SYBR	Unknown	22,662
289	CRC0544LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	25,938
290	CRC0544LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	26,512
291	CRC0544LMX0A01001TUMD01000	RPS6K	SYBR	Unknown	26,648
313	CRC0544NLH0000000000D01000	RPS6K	SYBR	Unknown	24,857
314	CRC0544NLH0000000000D01000	RPS6K	SYBR	Unknown	25,021
315	CRC0544NLH0000000000D01000	RPS6K	SYBR	Unknown	24,803
337	DIFI	RPS6K	SYBR	Unknown	25,000
338	DIFI	RPS6K	SYBR	Unknown	24,910
339	DIFI	RPS6K	SYBR	Unknown	25,209
Slope		cycles/log decade			
Y-Intercept					
R^2					
					
					
Well	Sample Name	Detector Name	Reporter	Task	Ct
160	BLANK	ULK2	SYBR	NTC	Undetermined
161	BLANK	ULK2	SYBR	NTC	Undetermined
162	BLANK	ULK2	SYBR	NTC	Undetermined
370	BT474	ULK2	SYBR	Unknown	27,568
371	BT474	ULK2	SYBR	Unknown	27,774
372	BT474	ULK2	SYBR	Unknown	27,654
10	CRC0516LMX0B01001TUMD01000	ULK2	SYBR	Unknown	29,350
11	CRC0516LMX0B01001TUMD01000	ULK2	SYBR	Unknown	29,856
12	CRC0516LMX0B01001TUMD01000	ULK2	SYBR	Unknown	29,514
34	CRC0516NLH0000000000D01000	ULK2	SYBR	Unknown	25,209
35	CRC0516NLH0000000000D01000	ULK2	SYBR	Unknown	25,378
36	CRC0516NLH0000000000D01000	ULK2	SYBR	Unknown	25,230
58	CRC0525LMX0A01001TUMD01000	ULK2	SYBR	Unknown	27,380
59	CRC0525LMX0A01001TUMD01000	ULK2	SYBR	Unknown	27,791
60	CRC0525LMX0A01001TUMD01000	ULK2	SYBR	Unknown	27,596
82	CRC0525NLH0000000000D01000	ULK2	SYBR	Unknown	26,333
83	CRC0525NLH0000000000D01000	ULK2	SYBR	Unknown	26,525
84	CRC0525NLH0000000000D01000	ULK2	SYBR	Unknown	26,360
106	CRC0536LMX0B01001TUMD01000	ULK2	SYBR	Unknown	27,098
107	CRC0536LMX0B01001TUMD01000	ULK2	SYBR	Unknown	27,514
108	CRC0536LMX0B01001TUMD01000	ULK2	SYBR	Unknown	27,504
130	CRC0536NLH0000000000D01000	ULK2	SYBR	Unknown	24,866
131	CRC0536NLH0000000000D01000	ULK2	SYBR	Unknown	24,579
132	CRC0536NLH0000000000D01000	ULK2	SYBR	Unknown	24,530
154	CRC0537LMX0A01001TUMD01000	ULK2	SYBR	Unknown	26,441
155	CRC0537LMX0A01001TUMD01000	ULK2	SYBR	Unknown	26,601
156	CRC0537LMX0A01001TUMD01000	ULK2	SYBR	Unknown	26,697
178	CRC0537NLH0000000000D01000	ULK2	SYBR	Unknown	25,574
179	CRC0537NLH0000000000D01000	ULK2	SYBR	Unknown	25,643
180	CRC0537NLH0000000000D01000	ULK2	SYBR	Unknown	25,546
202	CRC0539LMX0A01001TUMD01000	ULK2	SYBR	Unknown	30,680
203	CRC0539LMX0A01001TUMD01000	ULK2	SYBR	Unknown	30,221
204	CRC0539LMX0A01001TUMD01000	ULK2	SYBR	Unknown	30,240
226	CRC0539NLH0000000000D01000	ULK2	SYBR	Unknown	24,325
227	CRC0539NLH0000000000D01000	ULK2	SYBR	Unknown	24,833
228	CRC0539NLH0000000000D01000	ULK2	SYBR	Unknown	24,538
250	CRC0542LMX0B01001TUMD01000	ULK2	SYBR	Unknown	25,614
251	CRC0542LMX0B01001TUMD01000	ULK2	SYBR	Unknown	25,867
252	CRC0542LMX0B01001TUMD01000	ULK2	SYBR	Unknown	26,014
274	CRC0542NLH0000000000D01000	ULK2	SYBR	Unknown	24,081
275	CRC0542NLH0000000000D01000	ULK2	SYBR	Unknown	24,127
276	CRC0542NLH0000000000D01000	ULK2	SYBR	Unknown	24,236
298	CRC0544LMX0A01001TUMD01000	ULK2	SYBR	Unknown	28,575
299	CRC0544LMX0A01001TUMD01000	ULK2	SYBR	Unknown	28,299
300	CRC0544LMX0A01001TUMD01000	ULK2	SYBR	Unknown	28,278
322	CRC0544NLH0000000000D01000	ULK2	SYBR	Unknown	25,658
323	CRC0544NLH0000000000D01000	ULK2	SYBR	Unknown	25,954
324	CRC0544NLH0000000000D01000	ULK2	SYBR	Unknown	26,012
346	DIFI	ULK2	SYBR	Unknown	26,631
347	DIFI	ULK2	SYBR	Unknown	26,874
348	DIFI	ULK2	SYBR	Unknown	26,789
Slope		cycles/log decade			
Y-Intercept					
R^2					
